1, 637438.1273313795, 400744.1945959314
2, 568800.3940943147, 396065.4312728287
3, 581853.6056685825, 395301.8165711242
4, 589457.6948208485, 395070.16573660716
5, 583794.8247341911, 394998.2566710633
6, 587001.5824832522, 394959.66451907466
7, 580718.663723102, 394951.21007508115
8, 596303.3280837648, 394933.06719257304
9, 581750.833587089, 395202.9649198458
10, 579364.8838751015, 397204.6055575284
11, 582439.0553631242, 396278.0961089692
12, 582625.9409970691, 398288.1337510146
13, 593358.1618104192, 402150.447164164
14, 562134.6997674964, 401997.4652242289
15, 573714.8587374391, 407590.9406706575
16, 587123.2094371701, 410221.7574827516
17, 555165.3830599117, 409328.72364549513
18, 564789.4456312804, 413405.31031858764
19, 588210.5930267966, 417443.06782670453
20, 537968.9373429887, 419633.805955763
21, 570658.999481387, 423763.9997843953
22, 547020.040267839, 423551.8197037338
23, 555402.0546668824, 424939.45984679385
24, 555170.7302451279, 424269.1361099838
25, 554826.17417466, 429801.80144074676
26, 549691.1390929506, 434449.9815087257
27, 558412.5540816586, 433127.458299513
28, 545734.1897187753, 432533.2671722808
29, 552064.7445870762, 436561.9859476461
30, 538206.8766969905, 432267.1423752029
31, 556003.108743783, 432658.3893821023
32, 536861.0478836785, 438874.6583806818
33, 542295.7466995914, 439008.2845221185
34, 531067.9776314454, 435683.2183441558
35, 538777.2968052172, 443440.0095627029
36, 541243.3669876675, 451015.2622260552
37, 535014.5175947777, 440841.6682224026
38, 540300.3499448082, 437391.3689630682
39, 532251.060777634, 429133.20315036527
40, 516700.34431460616, 429680.3238890016
41, 532867.2778211277, 453094.7992593344
42, 515069.7688286642, 433921.5244774757
43, 534681.3434930724, 447609.0466974432
44, 513713.090933313, 433320.88750507304
45, 517562.466853177, 438556.6263189935
46, 516582.0682824553, 440672.56214488635
47, 532381.7575111652, 435252.5881950081
48, 510783.66238295526, 430540.3625456575
49, 522056.2451627842, 444082.4187297078
50, 510230.31617945596, 453188.5807883523
51, 525222.3630830034, 456309.8140472808
52, 501792.83441813843, 454022.3348721591
53, 509797.6398351857, 458657.08535409905
54, 515234.745919293, 432249.8764458198
55, 496433.1764013652, 433843.4613687094
56, 499389.5177137256, 439750.3063869724
57, 496361.957835338, 464440.6411323052
58, 503112.5871491829, 467873.3713981331
59, 495583.4760708486, 454681.4634993912
60, 501610.464325137, 463630.58187905845
61, 498991.5394716809, 467817.35688920453
62, 492667.70428910374, 449781.0765777192
63, 496941.501091149, 454776.64108157466
64, 484552.6605479852, 430460.4741781656
65, 486800.75500215695, 439683.4909699675
66, 494857.14611405047, 449395.01288555196
67, 474912.37946609827, 442072.2817573052
68, 490691.71932095004, 472288.2803368507
69, 474848.0862071153, 471657.3793120942
70, 475372.82778282644, 470069.5950943588
71, 477356.1175713053, 465421.1633015422
72, 477602.7468248833, 483352.7495941558
73, 472470.58449426515, 457385.8620637175
74, 474096.8571578106, 466654.92578125
75, 468297.3765637688, 473712.8304839692
76, 462584.5425183338, 428077.45964387176
77, 483194.3233290195, 477881.5687398539
78, 461707.0502122824, 502356.04723011365
79, 459605.9376427375, 460643.98371550324
80, 459528.0418553974, 452201.1039468344
81, 477315.39589637576, 486453.91522930196
82, 441884.01181232237, 433345.1785714286
83, 461545.07523853023, 482733.8045099432
84, 456543.8570927857, 515681.86279931007
85, 460776.0360364647, 486697.85595068993
86, 453889.3210134998, 512547.39704241074
87, 449466.29570772435, 483332.83319805196
88, 438575.55285015097, 458440.1195211039
89, 473006.0777633983, 461813.0425629058
90, 409823.0234026086, 462286.17600953736
91, 433337.846852162, 499466.96776075487
92, 448051.24657429964, 527646.9658837257
93, 443961.6588398929, 463707.5277749594
94, 428330.42878349574, 446736.5396966315
95, 433402.22700260737, 475559.7436333198
96, 425908.83101146977, 474502.47351866885
97, 469046.2850182704, 453834.00783786527
98, 372913.8780514109, 459076.4104859984
99, 416155.94429390924, 470223.24604301946
100, 427779.0281716276, 485659.7452059659
101, 414871.2842252842, 462657.96291599027
102, 408555.8967246498, 482533.772169237
103, 410143.7124124543, 502496.6140929383
104, 452570.7606164992, 462475.7833806818
105, 350249.4238162302, 454218.4073914367
106, 397277.66243628354, 462378.2549462257
107, 408033.51077390695, 480712.5208502435
108, 392623.0112302705, 501175.7588271104
109, 392577.57139651215, 481984.5934202516
110, 399070.6918051221, 467576.317091112
111, 385083.32821857237, 464820.7511414367
112, 398277.1871352263, 504277.755960836
113, 392513.83836245176, 469046.2372666396
114, 389283.12519428163, 505878.9523133117
115, 385054.7430288583, 492957.5860135958
116, 385385.6500226794, 492542.593851461
117, 380215.0713370382, 501536.27843445615
118, 383180.4213988118, 489041.09925426135
119, 390938.43872714613, 560822.44140625
120, 385581.9640345076, 517741.13430905034
121, 382510.0441614012, 495068.6101359578
122, 386068.60357509897, 505016.3753043831
123, 379567.5287269162, 511166.21727881493
124, 417818.22498366446, 505780.9363839286
125, 331860.3043005227, 520430.6500608766
126, 364764.9780620369, 528541.8590959822
127, 368821.39534247486, 475466.6044541396
128, 374631.3453070284, 479488.72169237013
129, 369922.7730568666, 512874.6304281656
130, 354317.99364976655, 529299.6148285308
131, 448480.71211746347, 502234.2190543831
132, 263560.02260208904, 485823.19792512176
133, 355122.02280271455, 478099.76292359986
134, 348558.8348971021, 539491.2070566153
135, 373622.7779932057, 542481.9220525568
136, 362823.11554760457, 474941.4656047078
137, 351310.4079735555, 479225.0565708705
138, 339465.34426306206, 467878.01435990765
139, 363027.41087628144, 508578.7284395292
140, 321386.64383262914, 494504.4437398539
141, 327702.6201255139, 504698.38347199676
